Update Time Stamp,Tested As Of,Daily RTPCR Samples Collected_ICMR Application,Total RTPCR Samples Collected_ICMR Application,Total Samples Tested,Total Individuals Tested,Total Positive Cases,Tests conducted by Private Labs,Sample Reported today,Positive cases from samples reported,Source,Source 1,Source 3,Test positivity rate,Test positivity last 7 days,Individuals Tested Per Confirmed Case,Tests Per Confirmed Case,Tests per million
17/11/2020 09:00:00,16/11/2020,361403,57096684,126542907,,,,844382,,http://twitter.com/ICMRDELHI/status/1328542403368603654,,,7.01%,4.13%,,,94938
18/11/2020 09:00:00,17/11/2020,525029,57621713,127480186,,,,937279,,http://twitter.com/ICMRDELHI/status/1328903118575177730,,,6.99%,4.15%,,,95641
19/11/2020 09:00:00,18/11/2020,560703,58182416,128508389,,,,1028203,,http://twitter.com/ICMRDELHI/status/1329267164138803201,,,6.97%,4.25%,,,96413
20/11/2020 09:00:00,19/11/2020,535878,58718294,129591786,,,,1083397,,https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_20Nov2020.pdf,,,6.95%,4.16%,,,97225
21/11/2020 09:00:00,20/11/2020,567454,59285748,130657808,,,,1066022,,http://twitter.com/ICMRDELHI/status/1329993707647451138,,,6.93%,4.05%,,,98025
22/11/2020 09:00:00,21/11/2020,536629,59822377,131733134,,,,1075326,,http://twitter.com/ICMRDELHI/status/1330352228213743616,,,6.90%,4.15%,,,98832
23/11/2020 09:00:00,22/11/2020,301185,60123562,132582730,,,,849596,,https://twitter.com/ICMRDELHI/status/1330715081617801217?s=20,,,6.89%,4.41%,,,99469
24/11/2020 09:00:00,23/11/2020,563281,60686843,133682275,,,,1099545,,https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_24Nov2020.pdf,,,6.87%,4.27%,,,100294
25/11/2020 09:00:00,24/11/2020,552422,61239265,134841307,,,,1159032,,https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_25Nov2020.pdf,,,6.84%,4.17%,,,101164
26/11/2020 09:00:00,25/11/2020,520170,61759435,135931545,,,,1090238,,http://twitter.com/ICMRDELHI/status/1331805544739348480,,,6.82%,4.14%,,,101982
27/11/2020 09:00:00,26/11/2020,496598,62256033,137062749,,,,1131204,,https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_27Nov2020.pdf,,,6.79%,4.05%,,,102830
28/11/2020 09:00:00,27/11/2020,535495,62791528,138220354,,,,1157605,,http://twitter.com/ICMRDELHI/status/1332552259826188291,,,6.77%,3.94%,,,103699
29/11/2020 09:00:00,28/11/2020,570035,63361563,139503803,,,,1283449,,https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_29Nov2020.pdf,,,6.73%,3.65%,,,104662
30/11/2020 09:00:00,29/11/2020,332341,63693904,140379976,,,,876173,,http://twitter.com/ICMRDELHI/status/1333254628410945536,,,6.72%,3.80%,,,105319
01/12/2020 09:00:00,30/11/2020,475345,64169249,141349301,,,,969325,,https://twitter.com/ICMRDELHI/status/1333632992900567041?s=20,,,,,,,
02/12/2020 09:00:00,1/12/2020,548347,64717596,142445952,,,,1096651,,http://twitter.com/ICMRDELHI/status/1333975480140259328,,,,,,,
03/12/2020 09:00:00,2/12/2020,543945,65261541,143557650,,,,1111698,,http://twitter.com/ICMRDELHI/status/1334338099531243520,,,,,,,
04/12/2020 09:00:00,3/12/2020,512076,65773617,144727749,,,,1170102,,http://twitter.com/ICMRDELHI/status/1334701824960471044,,,,,,,
05/12/2020 09:00:00,4/12/2020,531258,66304875,145885512,,,,1157763,,http://twitter.com/ICMRDELHI/status/1335079645113327616,,,,,,,
06/12/2020 09:00:00,5/12/2020,491370,66796245,146986575,,,,1101063,,https://www.icmr.gov.in/pdf/covid/update/ICMR_testing_update_06Dec2020.pdf,,,,,,,
07/12/2020 09:00:00,6/12/2020,276031,67072276,147787656,,,,801081,,http://twitter.com/ICMRDELHI/status/1335788462729924609,,,,,,,
08/12/2020 09:00:00,7/12/2020,530428,67602704,148814055,,,,1026399,,https://twitter.com/ICMRDELHI/status/1336164537226018816?s=20,,,,,,,
09/12/2020 09:00:00,8/12/2020,461101,68063805,149836767,,,,1022712,,twitter.com/ICMRDELHI/status/1336512573538140161/,,,,,,,
10/12/2020 09:00:00,9/12/2020,501207,68565012,150759726,,,,922959,,https://twitter.com/ICMRDELHI/status/1336875858988916736,,,,,,,
11/12/2020 09:00:00,10/12/2020,472563,69037575,151632223,,,,872479,,https://twitter.com/ICMRDELHI/status/1337259604325978118,,,,,,,
